JURISMETROPOLITANADEPTO,MUNICIPIO_HECHO,COMUNAS_ZONAS_DESCRIPCION,DESCRIPCION_CONDUCTA,BARRIOS_HECHO,FECHA_HECHO,MES_LARGO,DIA_SEMANA,INTERVALOS_HORA,HORA_HECHO,GENERO,MODALIDAD,PAIS_PERSONA,CARGO_PERSONA,CLASE_SITIO,ZONA,ARMAS_MEDIOS,EDAD,AGRUPA_EDAD_PERSONA,GRADO_INSTRUCCION_PERSONA,JURISESTACIONAREA,JURISCAI,MES,ANIO,DIA,LATITUD_Y,LONGITUD_X
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,28/8/2021,Agosto,Sábado,18:00 NO REPORTADO 23:59,11:30:00 p. m.,MASCULINO,ATRACO,NO REPORTADO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA DE FUEGO,43,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,8,2021,28,"4,598453148","-74,07149753"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,15/1/2020,Enero,Miércoles,12:00 NO REPORTADO 17:59,2:30:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,COLOMBIA,TURISTA EXTRANJERO,RESTAURANTES,URBANA,SIN EMPLEO DE ARMAS,44,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2020,15,"4,598125691","-74,07493639"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD SANTAFE,ARTÍCULO 239. HURTO PERSONAS,SAGRADO CORAZON ENO REPORTADO3,13/6/2019,Junio,Jueves,18:00 NO REPORTADO 23:59,10:40:00 p. m.,MASCULINO,USO SUSTANCIAS TOXICAS / ESCOPOLAMINADO,VENEZUELA,TURISTA NACIONAL,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,ESCOPOLAMINA,44,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI TELECOM ENO REPORTADO3,6,2019,13,"4,626062622","-74,06805894"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,26/2/2020,Febrero,Miércoles,18:00 NO REPORTADO 23:59,9:30:00 p. m.,MASCULINO,ATRACO,JAPON,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,45,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,2,2020,26,"4,600399508","-74,07173357"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,21/1/2021,Enero,Jueves,12:00 NO REPORTADO 17:59,12:45:00 p. m.,MASCULINO,SUPL. DIJINNO REPORTADOSIJIN,NO REPORTADO,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,46,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2021,21,"4,597307993","-74,07369109"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD TEUSAQUILLO,ARTÍCULO 239. HURTO PERSONAS,CIUDAD SALITRE II ENO REPORTADO13,6/6/2019,Junio,Jueves,06:00 NO REPORTADO 11:59,7:19:00 a. m.,MASCULINO,FACTOR DE OPORTUNIDAD,COLOMBIA,TURISTA EXTRANJERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,SIN EMPLEO DE ARMAS,48,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO13 TEUSAQUILLO,CAI ESMERALDA ENO REPORTADO13,6,2019,6,"4,643974782","-74,09980229"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,EGIPTO ALTO ENO REPORTADO17,7/6/2019,Junio,Viernes,06:00 NO REPORTADO 11:59,6:00:00 a. m.,MASCULINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,48,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,6,2019,7,"4,591402896","-74,06959316"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,28/7/2019,Julio,Domingo,12:00 NO REPORTADO 17:59,1:00:00 p. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,48,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,7,2019,28,"4,602084245","-74,07236579"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,EGIPTO ENO REPORTADO17,9/7/2019,Julio,Martes,18:00 NO REPORTADO 23:59,7:30:00 p. m.,MASCULINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,49,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,7,2019,9,"4,593678518","-74,06953875"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 10 LA URIBE ENO REPORTADO1,ARTÍCULO 239. HURTO PERSONAS,EL RECUERDO ENO REPORTADO13,25/9/2021,Septiembre,Sábado,06:00 NO REPORTADO 11:59,6:00:00 a. m.,FEMENINO,ATRACO,NO REPORTADO,TURISTA EXTRANJERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,ESCOPOLAMINA,49,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO13 TEUSAQUILLO,CAI SOLEDAD ENO REPORTADO13,9,2021,25,"4,632264715","-74,08828816"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,30/1/2020,Enero,Jueves,06:00 NO REPORTADO 11:59,11:00:00 a. m.,MASCULINO,SUPL. DIJINNO REPORTADOSIJIN,PERU,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,51,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2020,30,"4,599530598","-74,06976307"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CENTRO ADMINISTRATIVO ENO REPORTADO17,3/3/2020,Marzo,Martes,12:00 NO REPORTADO 17:59,2:17:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,COLOMBIA,TURISTA EXTRANJERO,RESTAURANTES,URBANA,SIN EMPLEO DE ARMAS,51,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,3,2020,3,"4,59611644","-74,07212517"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,11/4/2019,Abril,Jueves,06:00 NO REPORTADO 11:59,10:35:00 a. m.,MASCULINO,SUPL. DIJINNO REPORTADOSIJIN,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,52,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,4,2019,11,"4,598009725","-74,07596532"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,28/1/2020,Enero,Martes,06:00 NO REPORTADO 11:59,8:38:00 a. m.,MASCULINO,FACTOR DE OPORTUNIDAD,COLOMBIA,TURISTA EXTRANJERO,AUDITORIOS,URBANA,SIN EMPLEO DE ARMAS,53,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,1,2020,28,"4,598116278","-74,07485298"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,4/7/2019,Julio,Jueves,12:00 NO REPORTADO 17:59,4:30:00 p. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,56,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,7,2019,4,"4,601463978","-74,0727574"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,EGIPTO ENO REPORTADO17,17/5/2019,Mayo,Viernes,00:00 NO REPORTADO 05:59,4:00:00 a. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,"HOTELES, RESIDENCIAS, Y SIMILARES.",URBANA,SIN EMPLEO DE ARMAS,57,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,17,"4,59604197","-74,0715844"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,28/2/2020,Febrero,Viernes,12:00 NO REPORTADO 17:59,5:00:00 p. m.,MASCULINO,ENGAÑO,COLOMBIA,TURISTA EXTRANJERO,CAJERO AUTOMATICO,URBANA,SIN EMPLEO DE ARMAS,59,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,2,2020,28,"4,603760175","-74,07097718"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD SANTAFE,ARTÍCULO 239. HURTO PERSONAS,PARQUE NACIONAL ENO REPORTADO3,27/1/2020,Enero,Lunes,06:00 NO REPORTADO 11:59,10:00:00 a. m.,MASCULINO,ATRACO,ITALIA,TURISTA EXTRANJERO,PARQUES,URBANA,ARMA BLANCA / CORTOPUNZANTE,60,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI MONSERRATE ENO REPORTADO3,1,2020,27,"4,613951694","-74,06149289"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CONCORDIA ENO REPORTADO17,25/2/2019,Febrero,Lunes,12:00 NO REPORTADO 17:59,1:20:00 p. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,60,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,2,2019,25,"4,598325207","-74,06959775"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,16/5/2019,Mayo,Jueves,12:00 NO REPORTADO 17:59,2:00:00 p. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,60,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI TORRES BLANCAS ENO REPORTADO3,5,2019,16,"4,605356676","-74,07152358"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CANDELARIA ENO REPORTADO17,26/4/2019,Abril,Viernes,12:00 NO REPORTADO 17:59,1:30:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,61,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,4,2019,26,"4,598640689","-74,07384101"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 102 LA SABANA ENO REPORTADO14,ARTÍCULO 239. HURTO PERSONAS,SANTA FE ENO REPORTADO14,1/4/2019,Abril,Lunes,00:00 NO REPORTADO 05:59,12:00:00 a. m.,MASCULINO,FACTOR DE OPORTUNIDAD,VENEZUELA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,SIN EMPLEO DE ARMAS,63,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO14 MARTIRES,CAI SAMPER MENDOZA ENO REPORTADO14,4,2019,1,"4,611409566","-74,0756971"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,BELEN ENO REPORTADO17,5/7/2019,Julio,Viernes,12:00 NO REPORTADO 17:59,12:00:00 p. m.,MASCULINO,SUPL. DIJINNO REPORTADOSIJIN,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,64,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,7,2019,5,"4,59147667","-74,07428626"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CENTRO ADMINISTRATIVO ENO REPORTADO17,8/7/2019,Julio,Lunes,06:00 NO REPORTADO 11:59,11:00:00 a. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,CAFETERIAS,URBANA,SIN EMPLEO DE ARMAS,65,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,7,2019,8,"4,597908129","-74,07678071"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,14/2/2020,Febrero,Viernes,06:00 NO REPORTADO 11:59,9:00:00 a. m.,FEMENINO,FACTOR DE OPORTUNIDAD,PORTUGAL,TURISTA EXTRANJERO,PARQUES,URBANA,SIN EMPLEO DE ARMAS,66,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,2,2020,14,"4,601800457","-74,07251677"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,27/11/2020,Noviembre,Viernes,12:00 NO REPORTADO 17:59,3:00:00 p. m.,MASCULINO,COSQUILLEO,COLOMBIA,TURISTA EXTRANJERO,LOCAL COMERCIAL,URBANA,SIN EMPLEO DE ARMAS,67,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,11,2020,27,"4,598830122","-74,07479665"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,CENTRO ADMINISTRATIVO ENO REPORTADO17,10/2/2020,Febrero,Lunes,12:00 NO REPORTADO 17:59,3:15:00 p. m.,FEMENINO,SUPL. DIJINNO REPORTADOSIJIN,COLOMBIA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,69,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO17 CANDELARIA,CAI BOLIVIA ENO REPORTADO17,2,2020,10,"4,594841139","-74,07372377"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 92 LA MACARENA ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LAS AGUAS ENO REPORTADO3,23/4/2019,Abril,Martes,12:00 NO REPORTADO 17:59,1:00:00 p. m.,FEMENINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,70,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI MONSERRATE ENO REPORTADO3,4,2019,23,"4,603720462","-74,06497899"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 97 CHICO LAGO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,EL RETIRO ENO REPORTADO2,23/1/2020,Enero,Jueves,00:00 NO REPORTADO 05:59,2:00:00 a. m.,MASCULINO,COSQUILLEO,HOLANDA,TURISTA EXTRANJERO,"BARES, CANTINAS Y SIMILARES",URBANA,SIN EMPLEO DE ARMAS,19,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO02 CHAPINERO,CAI OXY ENO REPORTADO2,1,2020,23,"4,667529616","-74,05473909"
M. BOGOTÁ,BOGOTÁ D.C. (CT),AEROPUERTO,ARTÍCULO 239. HURTO PERSONAS,AEROPUERTO EL DORADO,23/2/2021,Febrero,Martes,18:00 NO REPORTADO 23:59,9:00:00 p. m.,FEMENINO,COSQUILLEO,NO REPORTADO,TURISTA EXTRANJERO,AEROPUERTO,URBANA,SIN EMPLEO DE ARMAS,21,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO09 FONTIBON,CAI SANTANDER ENO REPORTADO9,2,2021,23,"4,691554276","-74,13379452"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 94 LA CANDELARIA ENO REPORTADO17,ARTÍCULO 239. HURTO PERSONAS,LA CATEDRAL ENO REPORTADO17,1/5/2019,Mayo,Miércoles,18:00 NO REPORTADO 23:59,8:00:00 p. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,21,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO17 CANDELARIA,CAI ROSARIO ENO REPORTADO17,5,2019,1,"4,597571259","-74,07210294"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 99 CHAPINERO ENO REPORTADO2,ARTÍCULO 239. HURTO PERSONAS,CHAPINERO CENTRAL ENO REPORTADO2,10/6/2019,Junio,Lunes,00:00 NO REPORTADO 05:59,2:00:00 a. m.,MASCULINO,ATRACO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,ARMA BLANCA / CORTOPUNZANTE,21,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO02 CHAPINERO,CAI OXY ENO REPORTADO2,6,2019,10,"4,664632128","-74,05490461"
M. BOGOTÁ,BOGOTÁ D.C. (CT),LOCALIDAD SANTAFE,ARTÍCULO 239. HURTO PERSONAS,CENTRO ENO REPORTADO3,20/7/2019,Julio,Sábado,12:00 NO REPORTADO 17:59,12:30:00 p. m.,MASCULINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,21,ADULTOS,SECUNDARIA,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,7,2019,20,"4,60160835","-74,0733153"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,15/1/2019,Enero,Martes,12:00 NO REPORTADO 17:59,2:00:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,RESTAURANTES,URBANA,SIN EMPLEO DE ARMAS,22,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,1,2019,15,"4,60181025","-74,07303176"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,LA CAPUCHINA ENO REPORTADO3,19/2/2020,Febrero,Miércoles,12:00 NO REPORTADO 17:59,1:30:00 p. m.,MASCULINO,COSQUILLEO,FRANCIA,TURISTA EXTRANJERO,ESTACION TRANSMILENIO AV JIMENEZ(CRC),URBANA,SIN EMPLEO DE ARMAS,22,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,2,2020,19,"4,60312751","-74,07911501"
M. BOGOTÁ,BOGOTÁ D.C. (CT),UPZ No. 93 LAS NIEVES ENO REPORTADO3,ARTÍCULO 239. HURTO PERSONAS,VERACRUZ ENO REPORTADO3,17/6/2019,Junio,Lunes,18:00 NO REPORTADO 23:59,8:00:00 p. m.,FEMENINO,COSQUILLEO,VENEZUELA,TURISTA EXTRANJERO,VIAS PUBLICAS,URBANA,SIN EMPLEO DE ARMAS,22,ADULTOS,SUPERIOR,ESTACION ENO REPORTADO03 SANTA FE,CAI COLSEGUROS ENO REPORTADO3,6,2019,17,"4,603356859","-74,07226387"
