bank_key,bank_name,bank_address,bank_latitude,bank_longitude,Localidad
banco-gnb-sudameris,Banco GNB Sudameris Dirección General,Carrera 7 # 75-85,4.65840707,-74.05323342,Chapinero
banco-gnb-sudameris,Banco GNB Sudameris Centro Internacional,Diagonal 27 # 6-70,4.61233845,-74.0692151,Santa Fe
banco-gnb-sudameris,Banco GNB Sudameris Calle 100,Calle 100 # 11A-51,4.68286287,-74.0443974,Chapinero
banco-gnb-sudameris,Banco GNB Sudameris Castillo,Carrera 7 # 72-74,4.65531318,-74.05511989,Chapinero
banco-itau-1,Helm Bank Zona Industrial,Carrera 34 # 11-68,4.61512257188144,-74.0970457340596,Puente Aranda
banco-itau-1,Helm Bank Chicó,Calle 94 # 15-11,4.67940977,-74.05067167,Chapinero
banco-itau-1,Helm Bank Gran Estación,Calle 26 # 62-47,4.647925644241863,-74.10150110721588,Teusaquillo
banco-itau-1,Helm Bank Calle 73,Carrera 7 # 73-45,4.65652484,-74.05455088,Chapinero
banco-itau-1,Helm Bank World Trade Center,Calle 100 # 8A-59,4.68079062,-74.04049121,Chapinero
banco-itau-1,Helm Bank Bulevar Niza,Carrera 58 # 127-59,4.71237263124181,-74.0703835859622,Suba
banco-itau-1,Helm Bank Las Granjas,Calle 13 # 65A-68,4.63578237668378,-74.1160015237655,Puente Aranda
banco-itau-1,Helm Bank El Bosque,Calle 134 # 7-83,4.71179520396214,-74.0300135177947,Usaquén
banco-itau-1,Helm Bank Pepe Sierra,Avenida 116 # 15-96,4.69666009,-74.04387378,Usaquén
banco-itau-1,Itaú C.C. Andino,Carrera 11 # 82-02,4.666633767805871,-74.05268490314484,Chapinero
banco-itau-1,Helm Bank Paloquemao,Carrera 25 # 13-21,4.61112995542061,-74.0878632212678,Los Mártires
banco-itau-1,Helm Bank Oficina Principal,Carrera 7 # 27-02,4.61356924,-74.0693909,Santa Fe
banco-itau-1,Helm Bank Puente Aranda,Carrera 50 # 21-41,4.63547797518174,-74.1008578033225,Teusaquillo
banco-itau-1,Helm Bank U. Militar Nueva Granada,Carrera 11 # 101-80,4.684003038,-74.04266464,Usaquén
banco-itau-1,Helm Bank Avenida El Dorado,Avenida El Dorado # 102A-19,4.68914933987327,-74.1310913455931,Fontibón
banco-itau-1,Helm Bank Oficina Torre Rem,Calle 100 # 14-29,4.68420862,-74.04726891,Chapinero
banco-itau-1,Helm Bank Santa Bárbara,Carrera 7 # 115-33,4.69327228,-74.03351477,Usaquén
banco-itau-1,Cajero Servibanca Helm Bank Principal,Carrera 7 # 27-02,4.614625714,-74.06921478,Santa Fe
banco-itau-1,Helm Bank Fondo Nacional Del Ahorro,Calle 18 # 7-49,4.604606908,-74.07234111,Santa Fe
banco-itau-1,Helm Bank Unicentro,Avenida 15 # 124-30,4.7025087670258685,-74.04238522052765,Usaquén
banco-pichincha,Banco Pichincha Restrepo,Carrera 19 # 15-32 Sur,4.58690661,-74.10015285,Antonio Nariño
banco-pichincha,Banco Pichincha Calle 80,Calle 80 # 74B-20,4.69714092137065,-74.0921854062476,Engativá
banco-pichincha,Banco Pichincha Centro Calle 22,Carrera 7 # 22-80,4.60842488,-74.07054212,Santa Fe
banco-pichincha,Banco Pichincha Santa María Plaza,Calle 13 # 5-41 Soacha,4.579719,-74.218467,
banco-pichincha,Banco Pichincha Contador,Avenida 19 # 134A-41,4.718742032,-74.04708529,Usaquén
banco-pichincha,Banco Pichincha Unicentro,Avenida 15 # 124-30,4.7025087670258685,-74.04238522052765,Usaquén
banco-pichincha,Banco Pichincha Toberín,Calle 166 # 20-21,4.74648706,-74.04379662,Usaquén
banco-pichincha,Banco Pichincha Kennedy,Calle 35 Sur # 78A-12,4.6240611,-74.1483195,Kennedy
banco-pichincha,Banco Pichincha Avenida Chile,Calle 72 # 11-27,4.65732735167757,-74.0590452427067,Chapinero
banco-pichincha,Banco Pichincha Chicó,Carrera 11 # 92-09,4.6737616,-74.04802513,Chapinero
banco-popular,Banco Popular La Castellana,Calle 95 # 30-34,4.68396765,-74.05987528,Barrios Unidos
banco-popular,Banco Popular - Villa Sonia,Transversal 35 # 38A-85 Sur,4.59399639,-74.12353516,Puente Aranda
banco-popular,Banco Popular Chapinero,Carrera 13 # 62-09,4.64875872342424,-74.0636704479901,Chapinero
banco-popular,Banco Popular Antiguo Country,Carrera 14A # 81-19,4.66677603,-74.05600546,Chapinero
banco-popular,Banco Popular Plaza de las Américas,Transversal 71D # 6-94 Sur,4.623084,-74.13709338,Kennedy
banco-popular,Edificio Banco Popular,Carrera 7 # 16-87,4.60331404824,-74.0724109206,Santa Fe
banco-popular,Banco Popular del Sur,Carrera 13A Bis # 54-09 Sur,4.56251047,-74.12771546,Tunjuelito
banco-popular,Banco Popular Avenida Sexta,Calle 6 # 19A-74,4.60135952,-74.09057243,Los Mártires
banco-popular,Banco Popular - Paloquemao,Calle 13 # 31-46,4.61531034,-74.09276696,Puente Aranda
banco-popular,Banco Popular - Rapicade Bochica,Transversal 35 Bis # 28-31,4.63183948,-74.08225076,Teusaquillo
banco-popular,Banco Popular - San Diego,Carrera 13 # 26-74,4.6138561,-74.07101967,Santa Fe
banco-popular,Banco Popular - Teusaquillo,Carrera 40 # 22C-67,4.62927254,-74.08914274,Teusaquillo
banco-popular,Banco Popular,Avenida Rojas # 65A-42,4.67721010873,-74.0960983451,Engativá
banco-popular,Banco Popular 20 de Julio Carrera 6 con Calle 25C,Carrera 6 # 25C-26 Sur,4.5701005,-74.09384483,San Cristobal
banco-popular,Banco Popular - Ciudad Universitaria,Calle 26 # 40-00,4.63434948,-74.08900844,Teusaquillo
banco-popular,Banco Popular - Autopista Sur,Autopista Sur # 12-94,4.597633329,-74.10956846,Puente Aranda
banco-popular,Banco Popular - Las Villas,Calle 145 # 128-04,4.71427169,-74.07265156,Suba
banco-popular,Banco Popular Alamos Industrial,Transversal 93 # 62-92,4.68753057,-74.11976413,Engativá
banco-popular,Banco Popular La Esmeralda,Transversal 41 # 42-05,4.64538497,-74.0921725,Teusaquillo
banco-popular,Banco Popular - Diagonal 62,Diagonal 62 # 19A-43 Sur,4.56176295,-74.13958741,Ciudad Bolivar
banco-popular,Cajero Banco Popular 20 de Julio,Carrera 5 # 25C-44,4.61127284684,-74.0675289714,Santa Fe
banco-popular,Banco Popular Álamos Industrial,Transversal 93 # 64-52,4.68945867,-74.11750012,Engativá
banco-popular,Banco Popular - San Facón,Diagonal 15 # 25-40,4.61225202,-74.08744234,Los Mártires
banco-popular,Banco Popular Carrera Marly,Carrera 13 # 51-37,4.638512,-74.065362,Chapinero
banco-popular,Banco Popular Avenida Chile,Calle 72 # 12-57,4.65793569,-74.06001329,Chapinero
banco-popular,Banco Popular Carrera 79 con Calle 42,Carrera 79 # 42-24 Sur,4.61985593846458,-74.1612455620352,Kennedy
banco-popular,Banco Popular Plaza Imperial,Avenida 104 # 148-07,4.749827789405402,-74.09565925598145,Suba
banco-popular,Banco Popular - Carrera 7,Carrera 7 # 12B-93,4.60080984389,-74.0738767054,La Candelaria
banco-popular,Banco Popular - Supercade Bosa,Calle 57R Sur # 72D-12,4.59569311,-74.16875584,Ciudad Bolivar
banco-popular,Banco Popular - Kennedy,Carrera 75C # 35-18 Sur,4.62323077,-74.14893496,Kennedy
banco-popular,Banco Popular Centro Mayor,Calle 38A Sur # 34D-50,4.592193994346888,-74.12419259548187,Antonio Nariño
banco-popular,Banco Popular Cedritos,Avenida 19 # 137-26,4.72164938,-74.04638871,Usaquén
banco-popular,Banco Popular Corabastos,Carrera 86 # 24-19 Sur,4.63218507,-74.15471734,Kennedy
banco-popular,Banco Popular - Chicó,Carrera 15 # 93-87,4.67779439961237,-74.0514308569013,Chapinero
banco-popular,Banco Popular Altavista,Carrera 1 # 65D-58,4.477515,-74.122216,Usme
banco-popular,Banco Popular Restrepo Carrera 20,Carrera 20 # 14-41 Sur,4.58807638689251,-74.1000204258834,Antonio Nariño
banco-popular,Banco Popular Teusaquillo Carrera 13 con Calle 38,Carrera 13 # 38-60,4.62722725,-74.06715921,Santa Fe
banco-popular,Banco Popular Chicó - Parque 93,Carrera 11 # 93-43,4.67727948,-74.05175876,Chapinero
banco-popular,Banco Popular Carrera 78 con 8C,Carrera 78 # 8C -21,4.638351,-74.141677,Kennedy
banco-popular,Banco Popular Acueducto,Carrera 40 # 22B-56,4.63048861,-74.09307116,Teusaquillo
banco-popular,Banco Popular,Carrera 36 # 23A-39,4.627375168,-74.09091803,Teusaquillo
banco-popular,Banco Popular Calle 14,Calle 14 # 8-50,4.60165336,-74.07491641,La Candelaria
banco-popular,Banco Popular Corabastos,Carrera 80 # 2-51,4.63222892,-74.15414366,Kennedy
banco-popular,Banco Popular Calle 64,Carrera 7 # 64-09,4.64855544,-74.05956253,Chapinero
banco-popular,Banco Popular - Sosiego,Carrera 10 # 17-50 Sur,4.57796191,-74.09275961,San Cristobal
banco-popular,Banco Popular,Carrera 7 # 13-93,4.60044818,-74.0741373,La Candelaria
banco-popular,Banco Popular - Antiguo Country,Carrera 15  # 82-99,4.668189,-74.0562382,Chapinero
banco-popular,Banco Popular Galerías,Calle 53 # 24-05,4.6418566,-74.07404548,Teusaquillo
banco-popular,Banco Popular La Castellana,Calle 95 # 47-34,4.68396784,-74.05987156,Barrios Unidos
banco-popular,Banco Popular Centro Administrativo Distrital,Avenida De las Américas # 32-71,4.62460035,-74.08624521,Puente Aranda
banco-popular,Banco Popular Fontibón,Carrera 100 # 20-67,4.67544078,-74.14299518,Fontibón
banco-popular,Banco Popular - Puente Aranda,Calle 13 # 60-72,4.63300373,-74.11261807,Puente Aranda
banco-popular,Banco Popular Principal,Calle 17 # 7-43,4.6035775,-74.0725711,Santa Fe
banco-popular,Banco Popular - Santafé,Calle 185 # 45-03,4.76233195890266,-74.04526591300964,Suba
banco-popular,Banco Popular - Supercade Suba,Calle 146 # 105-05,4.747395,-74.09348,Suba
banco-popular,Banco Popular - La Floresta,Transversal 48 # 94-97,4.68566939,-74.07283031,Barrios Unidos
banco-popular,Banco Popular - Avenida Américas,Avenida de las Américas # 43B-32,4.62877757,-74.09814472,Puente Aranda
banco-popular,Banco Popular - Titán Plaza,Carrera 72 # 80-94,4.694013348707585,-74.08651828765869,Engativá
banco-popular,Banco Popular CAN,Calle 44 # 57A-02,4.647283,-74.0934734,Teusaquillo
banco-popular,Banco Popular - La Esmeralda,Carrera 54 # 44-05,4.64538497,-74.09216857,Teusaquillo
banco-popular,Banco Popular Carrera 9 con Calle  9,Carrera 9 # 9-13,4.59861060019864,-74.0775268052259,La Candelaria
banco-popular,Banco Popular San Agustín,Carrera 9 # 9-00,4.59759216,-74.07809447,La Candelaria
banco-popular,Banco Popular - Carrera 8,Carrera 8A # 11-77,4.59916042,-74.07605097,La Candelaria
banco-popular,Banco Popular Feria Exposición,Carrera 36 # 23A-39,4.6267342,-74.0918783,Teusaquillo
banco-popular,Banco Popular - Modelia,Calle 24 # 75-40,4.66628884,-74.11995106,Fontibón
banco-popular,Banco Popular Hayuelos,Calle 20 # 82-50,4.66273235,-74.13079139,Fontibón
banco-popular,Banco Popular Siete de Agosto,Carrera 25A # 66-69,4.65801108,-74.07099223,Barrios Unidos
banco-popular,Banco Popular - Veinte de Julio,Carrera 6 # 22-01 Sur,4.57122997,-74.09295171,San Cristobal
banco-popular,Banco Popular - Punto de Servicio,Diagonal 146 # 128,4.75459556613367,-74.1067210425678,Suba
banco-popular,Banco Popular Calle 18,Calle 18 # 104B-52,4.677332014,-74.14727387,Fontibón
banco-popular,Banco Popular - Cedritos,Calle 140 # 13-67,4.72090489,-74.04041293,Usaquén
banco-popular,Banco Popular - Ricaurte,Calle 10 # 28-26,4.60917611,-74.09343731,Los Mártires
banco-popular,Banco Popular - Cafam Floresta,Avenida Carrera 68 # 90-88,4.686442769203438,-74.07411575317383,Barrios Unidos
banco-popular,Banco Popular Avenida Caracas,Carrera 14 # 19-02,4.60866848,-74.07612721,Santa Fe
banco-popular,Banco Popular - Los Ministerios,Carrera 8 # 6-94,4.59144917,-74.08039837,Santa Fe
banco-popular,Banco Popular - Zona Industrial,Avenida Carrera 68 # 10-17,4.63306845,-74.12095966,Kennedy
banco-popular,Banco Popular Arrecife,Calle 26 # 69D-91,4.6610749,-74.10899121,Fontibón
banco-popular,Banco Popular - Muzú,Calle 44 Sur # 50-81,4.59453578,-74.13707343,Tunjuelito
banco-popular,Banco Popular Carrera 7 con Calle 64,Carrera 7 # 64-04,4.64845154,-74.05939883,Chapinero
banco-popular,Banco Popular - Calle  95,Carrerra 11 # 95-10,4.67861267,-74.04534114,Chapinero
banco-popular,Banco Popular Avenida Sexta,Avenida 6 # 20-28,4.60115591,-74.09030008,Los Mártires
banco-popular,Banco Popular - Plaza España,Carrera 18 # 12-87,4.60597536,-74.08406859,Los Mártires
banco-popular,Banco Popular - Usaquén,Calle 116 # 7-15,4.69376755,-74.03371218,Usaquén
banco-popular,Banco Popular - Universidad Nacional,Carrera 30 # 45-77,4.63506297,-74.07984412,Teusaquillo
banco-popular,Banco Popular - Unicentro,Avenida Carrera 15 # 124-30,4.7025087670258685,-74.04238522052765,Usaquén
banco-popular,Banco Popular - Barrio Claret,Carrera 26 # 43-76 Sur,4.5819787,-74.12599266,Rafael Uribe Uribe
banco-popular,Banco Popular Teusaquillo,Carrera 13 # 35-15,4.62301562,-74.06801818,Santa Fe
banco-popular,Banco Popular Carrera 11 con Calle  94,Carrera 11 # 94-27,4.67729488,-74.04617591,Chapinero
banco-popular,Cajero Banco Popular Aeropuerto El Dorado II,Calle 26 # 103-09,4.697793261270953,-74.13991570472717,Fontibón
banco-popular,Banco Popular Barrio Restrepo,Carrera 18 # 16-42 Sur,4.58589093,-74.10009667,Antonio Nariño
banco-popular,Banco Popular - Las Nieves,Carrera 7 # 23-81,4.609812791093705,-74.07023191452026,Santa Fe
banco-popular,Banco Popular - Carrera 18,Carrera 18 # 16-38 Sur,4.585822128,-74.1001902,Antonio Nariño
banco-popular,Banco Popular - Carrera 48,Carrera 48 # 95-56,4.6844995,-74.06067971,Barrios Unidos
banco-popular,Banco Popular - Toberín,Calle 166 # 39-24,4.74663079,-74.04377624,Usaquén
bancolombia,Bancolombia C.C. Ventura Terreros,Carrera 1 # 38-55,4.589696849,-74.19675708,
bancolombia,Bancolombia Plaza España,Carrera 17 # 11-13,4.60407025,-74.08388743,Los Mártires
bancolombia,Bancolombia World Trade Center,Calle 100 # 9A-45,4.68059539675068,-74.0403384800723,Chapinero
bancolombia,Bancolombia Calle Once,Calle 11 # 11-20,4.60072571,-74.07892584,Santa Fe
bancolombia,Bancolombia Calle 122,Calle 122 # 18-61,4.7014934,-74.0476681,Usaquén
bancolombia,Bancolombia C.C. Ventura Terreros,Carrera 1 # 38-53,4.578729,-74.184307,
bancolombia,Bancolombia Puente Largo,Avenida Suba # 105-08,4.6930746,-74.06678441,Suba
bancolombia,Autoservicio Bancolombia Centro Mayor,Calle 38A Sur # 34D-50,4.59314134596946,-74.1231045844058,Antonio Nariño
bancolombia,Bancolombia Calle 13,Calle 13 # 36-51,4.6189386,-74.0972977,Puente Aranda
bancolombia,Bancolombia Samper Mendoza,Diagona 23 Bis # 19B-27,4.6185032,-74.0787965,Los Mártires
bancolombia,Bancolombia Bella Suiza,Diagonal 127A # 10-40,4.70276691,-74.03064219,Usaquén
bancolombia,Bancolombia Calle 87,Calle 87 # 11-18,4.67042539,-74.04983884,Chapinero
bancolombia,Bancolombia Milenio Plaza,Carrera 86 # 42B-51 Sur Centro Comercial Milenio Plaza Local 162/66,4.62973941,-74.16899872,Kennedy
bancolombia,Bancolombia - Frigorifico,Avenida Ciudad de Cali # 15A-91,4.65693431,-74.13853638,Kennedy
bancolombia,Bancolombia Caja Restrepo,Calle 18 Sur # 17-34,4.58444015,-74.10092108,Antonio Nariño
bancolombia,Bancolombia Mercantil,Carrera 7 # 19-29,4.60547925,-74.07160554,Santa Fe
bancolombia,Bancolombia Edificio Lara,Carrera 13 # 13-23,4.60326234,-74.0790098,Santa Fe
bancolombia,Bancolombia Bazar Alsacia,Calle 12 B # 71D-61,4.6452881,-74.1295141,Kennedy
bancolombia,Bancolombia Calle 92,Avenida Calle 92 # 15-80,4.6763896,-74.0531936,Chapinero
bancolombia,Bancolombia Ciudad Salitre,Calle 25 # 68B-02  Local 111,4.65445106,-74.10698002,Fontibón
bancolombia,Bancolombia Pablo VI,Carrera 40C # 53-50,4.64908714,-74.08795123,Teusaquillo
bancolombia,Bancolombia San Luis,Calle 63 # 17-15,4.65013487,-74.06798651,Teusaquillo
bancolombia,Bancolombia Santa Bárbara,Carrera 7 N° 115-60 Centro Comercial Hacienda Santa Bárbara Local C124-7,4.69314805,-74.03320306,Usaquén
bancolombia,Bancolombia Puerta Grande,Calle 10 # 22-04,4.60632946,-74.08937607,Los Mártires
bancolombia,Bancolombia Santa Lucia,Calle 44 # 21-46 Sur,4.57650631,-74.12421409,Rafael Uribe Uribe
bancolombia,Bancolombia Trinidad Galán,Calle 4B # 56-27,4.6215612,-74.11806406,Puente Aranda
bancolombia,Bancolombia Calle 58,Carrera 13 # 58-18,4.644693,-74.0643363,Chapinero
bancolombia,Bancolombia Ecopetrol,Carrera 13 # 35-39,4.62314487,-74.06800171,Santa Fe
bancolombia,Bancolombia - Éxito Suba,Calle 145 # 105B-58,4.7469129,-74.09671685,Suba
bancolombia,Cajero Bancolombia Carrera 112A,Carrera 112A Calle 78D-31 Local 2,4.71836374,-74.12122404,Engativá
bancolombia,Bancolombia  C.C. Fontanar Chía,Kilómetro 2.5 Vía Chía  Cajicá,4.88487566311489,-74.0347409248352,
bancolombia,Bancolombia Éxito calle 170,Calle 175 # 22-13,4.75474608752114,-74.04468655586243,Usaquén
bancolombia,Bancolombia - Fontibón Avenida Centenario,Avenida Centenario # 106-55,4.67685647,-74.14930029,Fontibón
bancolombia,Bancolombia Ciudad Salitre Occidental,Carrera 68B # 40-39  Éxito,4.65232287,-74.10946099,Fontibón
bancolombia,Bancolombia Aeropuerto El Dorado 1,Calle 26 # 103-09,4.691404288203831,-74.12917613983154,Fontibón
bancolombia,Bancolombia El Dorado,Avenida El Dorado # 85D-55,4.65636654,-74.10597149,Fontibón
bancolombia,Bancolombia Santa Beatriz,Carrera 15 # 119-41,4.6993667,-74.0431105,Usaquén
bancolombia,Bancos WWB Chía,Carrera 9 # 16-02,4.60365649851,-74.0745484017,Santa Fe
bancolombia,Bancolombia Calle 26,Calle 26 # 32-61,4.62870955,-74.08239987,Teusaquillo
bancolombia,Bancolombia - Ricaurte,Carrera 28 # 11-48,4.61021012,-74.09229359,Los Mártires
bancolombia,Bancolombia - Unisur,Carrera 3 # 29A-02,4.61476956,-74.06343254,Santa Fe
bancolombia,Bancolombia Bulevar Niza,Carrera 58 # 127-59 Centro Comercial Bulevar Niza Local 133/34,4.71170074,-74.07042868,Suba
bancolombia,Bancolombia Cafam Floresta,Avenida Carrera 68 # 90-88,4.686442769203438,-74.07411575317383,Barrios Unidos
bancolombia,Bancolombia Calle 79,Carrera 15 # 79-05,4.66541181,-74.05777885,Chapinero
bancolombia,Bancolombia - Usaquén,Calle 114 # 6A-92,4.6920293,-74.03250832,Usaquén
bancolombia,Bancolombia Portal 80,Transversal 100A # 80A-20,4.71007917206986,-74.11040604114532,Engativá
bancolombia,Bancolombia Santa Bibiana,Avenida 19 # 101-91,4.68684372,-74.05197616,Usaquén
bancolombia,Bancolombia - Toberín,Avenida 13 # 163A-74,4.74454131,-74.0471514,Usaquén
bancolombia,Bancolombia Las Granjas,Calle 17 # 65B-95,4.63882205476187,-74.1147339498493,Puente Aranda
bancolombia,Cajero Bancolombia,Carrera 73 # 39-89 Sur,4.61414063,-74.1506816,Kennedy
bancolombia,Bancolombia - Unicentro,Calle 122 # 21-70,4.7023301,-74.05211685,Usaquén
bancolombia,Bancolombia Callejas,Avenida 19 # 125-26,4.70464909,-74.04884719,Usaquén
bancolombia,Bancolombia Centro de Pagos Subazar,Carrera 92 # 145-42,4.7386413,-74.0875657,Suba
bancolombia,Bancolombia Chapinero,Calle 57 # 13-59,4.6438341,-74.06480523,Chapinero
bancolombia,Bancolombia Corresponsal Bancario Carrera 2 con 4,Carrera 2 # 4-14,4.872909,-74.144958,
bancolombia,Bancolombia Alhambra,Transversal 33 # 114A-28,4.69851867,-74.05668033,Suba
bancolombia,Bancolombia Mandalay,Carrera 76 # 33A-24 Sur,4.62482988,-74.14817898,Kennedy
bancolombia,Bancolombia Lourdes,Calle 61 # 11-35,4.64751881,-74.0632712,Chapinero
bancolombia,Bancolombia Álamos,Transversal 96 #70A-85,4.69780169,-74.11629209,Engativá
bancolombia,Bancolombia Alquería,Calle 68 # 39-92 Sur,4.57050346,-74.15316366,Ciudad Bolivar
bancolombia,Bancolombia Belmira,Carrera 7 # 140-71,4.71656299,-74.02886588,Usaquén
bancolombia,Bancolombia Carrera 10,Carrera 10 # 17-54,4.60539331,-74.07463488,Santa Fe
bancolombia,Bancolombia Chicó 94,Calle 94 # 13-18,4.67845928,-74.0485575,Chapinero
bancolombia,Bancolombia Quinta Paredes,Carrera 42B # 22D-07,4.63200861,-74.0910802,Teusaquillo
bancolombia,Bancolombia - Contador,Avenida Carrera 19 # 137-34,4.7220363,-74.0464128,Usaquén
bancolombia,Bancolombia Alcázares Calle 72,Calle 72 # 22-42,4.66225824,-74.06589233,Barrios Unidos
bancolombia,Bancolombia - Restrepo,Carrera 18 # 15-20 Sur,4.58634411,-74.09959535,Antonio Nariño
bancolombia,Bancolombia Avenida de las Américas,Cll 20 # 43-23,4.62610101,-74.10004496,Puente Aranda
bancolombia,Bancolombia  C.C. Atlantis Plaza,Calle 81 # 13-05,4.6662541566442,-74.0557318925857,Chapinero
bancolombia,Bancolombia a la Mano,Calle 44 Sur # 23-66,4.57586680933,-74.1278821118,Tunjuelito
bancolombia,Bancolombia Las Ferias,Calle 72 # 69P-15,4.68389551,-74.09140391,Engativá
bancolombia,Bancolombia Avenida Boyacá con 36,Avenida Boyacá # 36-41,4.614806932086016,-74.14069890975952,Kennedy
bancolombia,Cajero Bancolombia Centro Comercial Altavista Usme,Cra. 1 N° 65D-58 Sur,4.53234,-74.118685,Usme
bancolombia,Bancolombia - Galerías,Carrera 27 # 53-59,4.642935,-74.075819,Teusaquillo
bancolombia,Bancolombia - Porciuncula,Calle  72 # 10-34,4.65831988,-74.05788508,Chapinero
bancolombia,Bancolombia Santafé,Calle 185 # 45-03,4.76235868839322,-74.04514789581299,Suba
bancolombia,Bancolombia Cedritos,Carrera 23B # 140-10,4.72406994,-74.04983545,Usaquén
bancolombia,Bancolombia CAN,Diagonal 40 # 47-80,4.6459234,-74.09248971,Teusaquillo
bancolombia,Bancolombia Centro de pagos Corabastos,Carrera 86 # 24A-19Sur,4.6303723,-74.1585567,Kennedy
bancolombia,Bancolombia Colina Campestre,Carrera 58 # 137A-58,4.72706192,-74.06479881,Suba
bancolombia,Bancolombia Colseguros,Calle17 # 9-20,4.60547212,-74.0745885,Santa Fe
bancolombia,Bancolombia Marly,Carrera 13 # 49-82,4.63659987,-74.06558646,Chapinero
bancolombia,Bancolombia Modelia Calle 23G,Calle 23G # 74A-60,4.66532486,-74.11990273,Fontibón
bancolombia,Bancolombia Avenida 6,Calle 6 # 20-42,4.60121788,-74.09038422,Los Mártires
bancolombia,Bancolombia Centro de Pagos Fontibón,Carrera 99 # 18A-15,4.6736903,-74.1458347,Fontibón
bancolombia,Bancolombia - Normandía,Carrera 73A # 52B-68,4.6736185,-74.1084377,Engativá
bancolombia,Bancolombia 7 de Agosto,Carrera 24 # 63F-36,4.65563338,-74.07153918,Barrios Unidos
bancolombia,Bancolombia Avenida Suba 106,Carrera 54 # 106-62,4.69493095,-74.06337768,Suba
bancolombia,Bancolombia Edificio Bancolombia,Carrera 7 # 31-10,4.61726076352755,-74.0684123311058,Santa Fe
bancolombia,Bancolombia Javeriana 2,Carrera 7 # 40-62,4.62777858,-74.06522888,Chapinero
bancolombia,Bancolombia Autopista 98,Calle 97 # 23-60,4.68484983,-74.0566261,Chapinero
bancolombia,Bancolombia Avenida Suba Calle 115,Avenida Suba # 115-79,4.69869517,-74.06988021,Suba
bancolombia,Cajero Bancolombia Santafé,Calle 185 # 45-03,4.762305229411069,-74.04520153999329,Suba
bancolombia,Bancolombia Corresponsal Bancario Calle 15,Calle 15 # 9-21,4.713469,-74.20937,
bancolombia,Bancolombia Hotel Tequendama,Carrera 10 # 27-17,4.614705338561429,-74.0697705745697,Santa Fe
bancolombia,Bancolombia Salitre Plaza,Carrera 68B # 24-39,4.654053023867937,-74.11002516746521,Fontibón
bancolombia,Bancolombia  Antiguo Country,Carrera 16A # 84-93,4.6696357,-74.05694655,Chapinero
bancolombia,Bancolombia Centro Suba,Calle 145 # 91-19,4.737745734305473,-74.08512890338898,Suba
bancolombia,Bancolombia Pepe Sierra,Calle 116 # 19A-05,4.69869423,-74.05077418,Usaquén
bancolombia,Bancolombia Calle Primera,Calle 1 # 17A-44,4.848236,-74.059251,
bancolombia,Bancolombia Modelia Carrera 75,Carrera 75 # 23G-14,4.6656489,-74.12018697,Fontibón
bancolombia,Bancolombia Puente Aranda,Carrera 68 # 19-64,4.64290498,-74.11237724,Puente Aranda
bancolombia,Bancolombia Terminal de Transporte,Diagonal 33B # 69-35,4.653506,-74.1170981,Fontibón
