bank_key,bank_name,bank_address,bank_latitude,bank_longitude,Localidad
bancolombia,Bancolombia Éxito Américas,Avenida Américas # 68A-94,4.63008262,-74.1284474,Kennedy
bancolombia,Bancolombia Autopista 184,Autopista Norte # 183-86,4.761054288042524,-74.04413938522337,Usaquén
bancolombia,Bancolombia Bosa,Calle 65 Sur # 78L-53,4.6059183,-74.1840944,Bosa
bancolombia,Bancolombia Éxito Colina 2,Carrera 52 # 144-10,4.73481607141743,-74.06553268432617,Suba
bancolombia,Bancolombia Granjas de Techo,Carrera 68 # 14-44,4.63825099,-74.11703702,Puente Aranda
bancolombia,Bancolombia Las Aguas,Carrera 3 # 18-09,4.60232408,-74.06862865,Santa Fe
bancolombia,Bancolombia Bavaria,Avenida Boyacá # 12B-98,4.64649126,-74.12953896,Kennedy
bancolombia,Bancolombia Centro de pagos Occidente,Avenida Calle 80 # 69-40,4.687547,-74.0814341,Engativá
bancolombia,Bancolombia Mercurio Plaza,Carrera 7 # 33-32,4.62023579,-74.06751461,Santa Fe
bancolombia,Bancolombia - Quinta Camacho,Calle 67 # 7-35,4.65072906,-74.05843025,Chapinero
bancolombia,Bancolombia - Montevideo,Carrera 68D # 17-37,4.6434417,-74.1193877,Fontibón
bancolombia,Bancolombia - Terraza Pasteur,Carrera 7 # 23-56,4.60932928,-74.07028665,Santa Fe
bancolombia,Bancolombia - Titán,Carrera 72 # 80-94,4.694398291234906,-74.08677577972412,Engativá
bancolombia,Bancolombia Centro Industrial Puente Aranda,Calle 13 # 60-10,4.63282628,-74.11243229,Puente Aranda
bancolombia,Bancolombia Park Way,Calle 39 # 24-07,4.62772128,-74.07553917,Teusaquillo
bancolombia,Bancolombia Barrios Unidos,Calle 67 # 25-09,4.6584972,-74.07066898,Barrios Unidos
bancolombia,Bancolombia La Soledad,Calle 39 # 22-09,4.6277215,-74.07554645,Teusaquillo
bancolombia,Bancolombia Autonal,Autopista Norte # 128A-06,4.71305629,-74.05241168,Usaquén
bancolombia,Bancolombia Funza,Carrera 15 # 14-21,4.717411,-74.212647,
bancolombia,Bancolombia - Santander Sur,Avenida 1 de Mayo # 32A-54 Sur,4.61913292,-74.14267545,Kennedy
bancolombia,Bancolombia - Palatino,Carrera 7 # 138-33,4.7153254,-74.0288541,Usaquén
bancolombia,Bancolombia Calle 1,Carrera 7 # 1-88,4.58692266,-74.08154477,Santa Fe
bancolombia,Bancolombia,Calle 72 # 8-56 Local 1,4.65579675,-74.05663257,Chapinero
bancolombia,Bancolombia Alcala,Calle 134A # 45-95,4.7197053225276,-74.0527142174102,Suba
bancolombia,Bancolombia Andino,Carrera 11 # 82-71,4.667104271495965,-74.05310332775115,Chapinero
bancolombia,Bancolombia Cedro Bolivar,Carrera 19 # 150-68,4.73204061,-74.04468412,Usaquén
bancolombia,Bancolombia Calle 53,Calle 53 # 25-03,4.64180233,-74.07455232,Teusaquillo
bancolombia,Bancolombia La Carolina Unicentro,Avenida 15 # 124-30,4.7025087670258685,-74.04238522052765,Usaquén
bancolombia,Bancolombia Modelia Carrera 77A,Carrera 77A # 38A-06,4.66563475,-74.12020271,Fontibón
bancolombia,Bancolombia Multiplaza Drive,Calle 153 # 59-15 Centro Comercial Multiplaza Drive Local 1–01/1–02/1–03/1–04/1–35/1–36/1–37/1–38,4.74169523,-74.06372358,Suba
bancolombia,Bancolombia San Diego,Carrera 10 # 27-47,4.61484522,-74.06941533,Santa Fe
bancolombia,Bancolombia Candelaria,Carrera 10 # 15-55,4.60355937,-74.07588284,Santa Fe
bancolombia,Bancolombia - Tunal,Calle 47B Sur # 24B-33,4.57826554,-74.12951401,Tunjuelito
bancolombia,Bancolombia Jorge Eliecer Gaitán,Calle 79 # 37-41,4.67278947,-74.06942541,Barrios Unidos
bancolombia,Bancolombia Alkosto 68,Carrera 68 # 72-43,4.679685,-74.085855,Engativá
bancolombia,Bancolombia Avenida Chile,Calle 72 # 8-20,4.6556627,-74.0564093,Chapinero
bancolombia,Bancolombia Calle 100,Carrera 15 # 102-44,4.68733864,-74.04750666,Usaquén
bancolombia,Bancolombia Carrera Octava,Carrera 8 # 12B-17,4.60072136,-74.07520474,La Candelaria
bancolombia,Bancolombia Centro Mayor,Calle 38A Sur # 34D-50,4.592193994346888,-74.12419259548187,Antonio Nariño
bancolombia,Bancolombía Chía,Avenida Pradilla # 2 Este-71,4.863056,-74.043599,
bancolombia,Bancolombia - Calle 3,Calle 3 # 1-76,4.70512,-74.229501,
bancolombia,Bancolombia - Calle 57,Carrera 8 # 56-89,4.64280551,-74.06297255,Chapinero
bancolombia,Bancolombia - Paloquemao,Carrera 25 # 16-64,4.61337991,-74.08593787,Los Mártires
bancolombia,Bancoomeva - Santa Barbara,Carrera 7 # 115-60,4.773916,-74.026242,Usaquén
bancolombia,Bancolombia - Nissan,Calle 13 # 50-69,4.69581738,-74.07343853,Suba
bancolombia,Bancolombia - Suba,Avenida Suba # 104-66,4.6923283,-74.06634965,Suba
bancolombia,Bancolombia 3M,Avenida el Dorado # 75-93,4.67090277,-74.11500918,Fontibón
bancolombia,Bancolombia - Fontibón,Carrera 100 # 18-59,4.675066928,-74.14417595,Fontibón
bancolombia,Bancolombia - Soacha,Calle 13 # 8-87,4.583571,-74.219529,
bancolombia,Bancolombia Centro Suba,Calle 145 # 91-19,4.737745734305473,-74.08512890338898,Suba
bancolombia,Bancolombia Calatrava,Avenida Suba # 128B-16,4.71804608,-74.07358908,Suba
bancolombia,Bancolombia Centro Financiero,Calle 71A # 6-11,4.65421846,-74.05465006,Chapinero
bancolombia,Bancolombia Codabas,Carrera 7 # 180-75,4.7573003,-74.0278092,Usaquén
bancolombia,Bancolombia La Sevillana,Autopista Sur # 60-10,4.59500407,-74.1472827,Kennedy
bancolombia,Bancolombia Hayuelos,Calle 20 # 82-52 Centro Comercial Hayuelos Local 1-56/1-57,4.663324193166743,-74.13029193878172,Fontibón
bancolombia,Bancolombia Metrópolis,Avenida 68 # 75A-50,4.6803156723555706,-74.08223748207092,Barrios Unidos
bancolombia,Bancolombia - Corabastos,Carrera 80 # 2-51,4.63222892,-74.15414366,Kennedy
bancolombia,Bancolombia - Floralia,Avenida 1 de Mayo # 69-51 Sur,4.61301089252,-74.134799822,Kennedy
bancolombia,Bancolombia - Tenjo 2,Carrera 4 # 3-54,4.871609407181649,-74.1447651386261,
bancolombia,Bancolombia Prado Veraniego,Avenida 13 # 129A-05,4.71605949,-74.052748,Suba
bancolombia,Bancolombia - Quirigua,Calle 83B # 92-36,4.70897603,-74.10284505,Engativá
bancolombia,Bancolombia - Teleport,Calle 113 # 7-21,4.6916642,-74.0341654,Usaquén
bancolombia,Bancolombia - UGI,Carrera 13 # 39-35,4.62741256,-74.06727073,Chapinero
bancolombia,Bancoomeva - Ciudad Salitre,Diagonal 22B # 68C-25,4.65221767,-74.11101121,Fontibón
bancolombia,Bancolombia Centro de Pagos San Martín,Carrera 7 # 31-42,4.61770306,-74.06849831,Santa Fe
bancolombia,Bancolombia Plaza de las Américas,Transversal 71D # 06-94 Sur,4.619442789548298,-74.13515746593475,Kennedy
bancolombia,Bancolombia Paralelo 108,Carrera 45 # 108-27,4.69549402,-74.05619134,Suba
bancolombia,Bancolombia - Universidad Autónoma,Calle 13 # 4-30,4.59840158,-74.07179968,La Candelaria
bancolombia,Bancolombia Éxito Calle 80,Carrera 59A # 79-30,4.67996941,-74.07413477,Barrios Unidos
bancolombia,Bancolombia Avenida 19,Avenida 19 # 108A-65,4.69458307,-74.05070053,Usaquén
bancolombia,Bancolombia - Venecia,Diagonal 46 Sur # 50-83,4.5936845,-74.12887963,Puente Aranda
bancolombia,Bancolombia Calima,Avenida 19 # 28-80,4.6170001705915,-74.0866001118205,Los Mártires
bancolombia,Bancolombia - Universidad Javeriana,Carrera 7 # 40-68,4.62781363,-74.06521926,Chapinero
bancolombia,Bancolombia Éxito Country,Calle 134 # 9-51,4.7129323,-74.0338283,Usaquén
bancolombia,Bancolombia Calle 140,Carrera 12 B # 140-10,4.7204279,-74.038724,Usaquén
bancolombia,Bancolombia Centro 93,Carrera 15 # 93-60,4.67706989,-74.05170672,Chapinero
bancolombia,Bancolombia La Salle,Carrera 7 # 59-48,4.64464427766262,-74.0614200902892,Chapinero
bancolombia,Bancoomeva - Plaza de las Américas,Transversal 71D # 06-94 Sur,4.619442789548298,-74.13515746593475,Kennedy
bancolombia,Bancolombia - Valvanera,Calle 16 Sur # 22-15,4.58714321,-74.10108024,Antonio Nariño
bancolombia,Bancolombia Ciudad Kennedy,Calle 35A # 75B-06 Sur,4.62311382,-74.14860422,Kennedy
bancolombia,Bancolombia Centro Internacional,Carrera 7 # 30A-28,4.61691993,-74.06867268,Santa Fe
bancolombia,Bancolombia - Terminal de Transporte Sur,Calle 57Q Sur # 75F-82,4.59705582,-74.1764376,Bosa
bancolombia,Bancolombia La Gran Estación,Avenida Calle 26 # 62-47,4.6651763,-74.1295246,Fontibón
bancolombia,Bancolombia Corresponsal Bancario Calle 14,Calle 14 # 13-84,4.716739,-74.211859,
bancolombia,Bancolombia Altavista Usme,Diagonal 65D Sur # 1-07 Este,4.5321833,-74.1199377,Usme
bancolombia,Bancolombia - Veinte de Julio,Calle 25 Sur # 6-27,4.57026874,-74.0939581,San Cristobal
bbva,Banco BBVA Centro Mayor,Calle 38A Sur # 34D-50,4.592193994346888,-74.12419259548187,Antonio Nariño
bbva,Banco BBVA Aeropuerto Connecta 26,Calle 26 # 92-32,4.6980887,-74.1424471,Fontibón
bbva,Banco BBVA Cajica,Carrera 6 # 4-17,4.59113424378964,-74.0781601615079,Santa Fe
bbva,Banco BBVA Plaza de las Américas,Transversal 71D # 06-94 Sur,4.619442789548298,-74.13515746593475,Kennedy
bbva,Banco BBVA las ferias,Avenida Calle 72 # 68F-33,4.679739255,-74.08777234,Engativá
bbva,Banco BBVA Lourdes,Carrera 13 # 60-87,4.64699843,-74.06401183,Chapinero
bbva,BBVA Carrera 9,Carrera 9 # 17-73,4.6053129576,-74.073728557,Santa Fe
bbva,Banco BBVA Quirigua,Transversal 94 # 80D-77,4.70782885,-74.10564245,Engativá
bbva,Banco BBVA 7 de Agosto,Carrera 24 # 67-25,4.65850954,-74.07005221,Barrios Unidos
bbva,BBVA Calle 22,Calle 22 # 29D-45 Sur,4.59390601082,-74.1124493358,Antonio Nariño
bbva,Banco BBVA Colina Campestre,Carrera 58 # 137B-04,4.72760089,-74.06449617,Suba
bbva,Banco BBVA La Trinidad,Carrera 56 # 4A-36,4.6210717,-74.11827713,Puente Aranda
bbva,Banco BBVA Cafam Floresta,Avenida Carrera 68 # 90-88,4.686442769203438,-74.07411575317383,Barrios Unidos
bbva,Banco BBVA Veinte de Julio,Carrera 9 # 30D-38Sur,4.568711982,-74.0992314,San Cristobal
bbva,Banco BBVA Unicentro,Avenida 15 # 123-30,4.702005036,-74.04274085,Usaquén
bbva,Banco BBVA La estrada,Avenida Calle 72 # 69M-16,4.6833641,-74.0909153,Engativá
bbva,Banco BBVA Pepe Sierra,Avenida 19 # 118-30,4.69958515,-74.04970373,Usaquén
bbva,Banco BBVA Plaza 67,Calle 67 # 7-35,4.65072906,-74.05843025,Chapinero
bbva,BBVA Cajero Automatico Gran Estacion,Calle 26 # 62-47,4.6482026315656,-74.1004209156802,Teusaquillo
bbva,Banco BBVA San Patricio,Avenida Carrera 19 # 104-52,4.691086562,-74.05105,Usaquén
bbva,Banco BBVA Alcazares,Carrera 24 # 77-48,4.667686198,-74.06410657,Barrios Unidos
bbva,Banco BBVA Bosa,Calle 65Sur # 79C-5,4.606283984,-74.18429039,Bosa
bbva,Banco BBVA Terminal de Transporte,Calle 33B # 69-35,4.65652974,-74.11484592,Fontibón
bbva,Banco BBVA Parque Nacional,Carrera 13 # 38-99,4.62726883,-74.06729751,Santa Fe
bbva,Banco BBVA Niza,Avenida Suba # 127-35,4.71181409,-74.07246196,Suba
bbva,Banco BBVA Normandía,Calle 53 # 71C-30,4.6708475,-74.1062301,Engativá
bbva,BBVA Cajero Automático,Carrera 1 # 75-08 Sur,4.51447332,-74.1159627,Usme
bbva,Banco BBVA Américas Outlet,Calle 9 # 62-84,4.62897597,-74.11897534,Puente Aranda
bbva,Banco BBVA Unicentro Occidente,Carrera 111C # 86-05,4.723562415278765,-74.11441326141357,Engativá
bbva,Banco BBVA Toberín,Calle 166 # 21-68,4.74685117,-74.04478579,Usaquén
bbva,Banco BBVA Cedritos,Calle 140 # 7C-94,4.71751558,-74.03189814,Usaquén
bbva,Banco Corpbanca,Avenida 15 # 124-30,4.702824919,-74.04271075,Usaquén
bbva,Banco BBVA Marly,Carrera 13 # 53-57,4.64040626,-74.06510924,Chapinero
bbva,Banco BBVA Montevideo,Carrera 68 # 13-34,4.63919908,-74.11611174,Puente Aranda
bbva,Banco BBVA Parque Baviera,Carrera 13 # 32-65,4.61974542,-74.06857161,Santa Fe
bbva,Banco BBVA El Polo,Calle 86A # 27-24,4.67505986,-74.06377541,Barrios Unidos
bbva,Banco BBVA World Trade,Carrera 9A # 99-02,4.68088959,-74.04201891,Chapinero
bbva,Banco BBVA Ricaurte,Calle 13 # 27-05,4.61188237,-74.08952565,Los Mártires
bbva,Banco BBVA San Jose,Carrera 21 # 9-31,4.60514527,-74.08937874,Los Mártires
bbva,Banco BBVA Santa Lucía,Diagonal 46A Sur # 53-24,4.59373718,-74.13942797,Tunjuelito
bbva,Banco BBVA Centro Internacional,Carrera 10 # 27-91 Piso 2,4.61494252,-74.06938542,Santa Fe
bbva,Banco BBVA Calle 3,Calle 3 # 1-39,4.704896,-74.229268,
bbva,Banco BBVA Puente Aranda,Calle 13 # 62-56,4.6337952,-74.11349786,Puente Aranda
bbva,Banco BBVA Fontibón,Calle 17A # 99-73,4.67283582,-74.14509894,Fontibón
bbva,Banco BBVA Puente Largo,Transversal 60 # 108-46,4.69504292,-74.06798525,Suba
bbva,Banco BBVA CAN,Calle 26 # 59-41,4.6461735,-74.09939541,Teusaquillo
bbva,Banco BBVA Calle 97,Calle 97 # 23-37,4.6846928,-74.05656581,Chapinero
bbva,BBVA Avenida 15,Avenida 15 # 122-67,4.70124951,-74.04300828,Usaquén
bbva,Banco BBVA Occidente,Calle 13 # 47-17 Piso 2,4.62521766,-74.10444063,Puente Aranda
bbva,Banco BBVA Corferias,Carrera 40 # 24A-81,4.63190489,-74.09143399,Teusaquillo
bbva,Banco BBVA Chapinero,Carrera 13 # 63-39,4.64957917,-74.06358402,Chapinero
bbva,Banco BBVA Avenida El Dorado,Calle 26 # 59-41,4.646022189111544,-74.09977912902832,Teusaquillo
bbva,Banco BBVA Ciudad Tunal,Calle 47B Sur # 24B-33,4.578280451806915,-74.13027048110962,Tunjuelito
bbva,Cajero BBVA,Transversal 74F # 40-31 Sur,4.61722165291,-74.1530198382,Kennedy
bbva,Banco BBVA Hacienda Santa Barbara,Calle 114 # 6A-92,4.69213205,-74.03280612,Usaquén
bbva,Banco BBVA Galerias,Carrera 21 # 53-14,4.64150735417371,-74.0718367598146,Teusaquillo
bbva,Banco BBVA Andino,Carrera 11 # 82-71,4.666548221646524,-74.0531998872757,Chapinero
bbva,Banco BBVA Escuela Jose Maria Cordoba,Calle 80 # 38-22,4.674001718,-74.06909068,Barrios Unidos
bbva,Banco BBVA minibanco rama judicial,Carrera 10 # 14-33,4.602831652,-74.07643927,Santa Fe
bbva,Banco BBVA Minibanco Tintalito,Carrera 86 # 15A-91,4.65732079,-74.13816647,Kennedy
bbva,Banco BBVA Premium Bogota,Carrera 11 # 82-01,4.66575551,-74.05300372,Chapinero
bbva,Banco BBVA Minibanco Fiscalia,Diagonal 22B # 52-01,4.638616056,-74.09797493,Teusaquillo
bbva,Banco BBVA Carrera Once,Carrera 10 # 9-97,4.59868812,-74.07895994,Santa Fe
bbva,Banco BBVA Usme,Carrera 1 # 65D-58Sur,4.530693,-74.118662,Usme
bbva,BBVA Horizonte,Carrera 7 # 24-81,4.61056433,-74.07014139,Santa Fe
bbva,Banco BBVA Primera De Mayo,Carrera 10 # 20-08 Sur,4.57562759,-74.09458394,San Cristobal
bbva,Banco BBVA Santa Paula,Carrera 15 # 108A-33,4.691765627,-74.04406413,Usaquén
bbva,Banco BBVA Modelia,Calle 24 # 74A- 59,4.66562348,-74.11955652,Fontibón
bbva,Banco BBVA Tintal,Avenida Carrera 86 # 6-37,4.641845774,-74.1552434,Kennedy
bbva,Banco BBVA  Calima,Avenida 19 # 28-80,4.617216562,-74.08685634,Los Mártires
bbva,Banco BBVA Kennedy,Transversal 74F # 40B-35 Sur,4.61702795,-74.15349041,Kennedy
bbva,BBVA Carrera 65,Carrera 65 # 7-35,4.62639818,-74.12022667,Puente Aranda
bbva,Banco BBVA Carvajal,Avenida 1 de Mayo # 69C-04,4.61473712,-74.13595657,Kennedy
bbva,Banco BBVA Barrio Santander,Avenida 1 de Mayo # 32A-45,4.59377934,-74.11223597,Antonio Nariño
bbva,BBVA Diver Plaza,Calle 71B # 100-11,4.702403946,-74.11733021,Engativá
bbva,Banco BBVA Ext De Caja Almicarga,Calle 25D # 97-57,4.684541539,-74.12979961,Fontibón
bbva,Banco BBVA Zona Franca Calle 13,Diagonal 16 # 104-51,4.673905646,-74.15286005,Fontibón
bbva,Banco BBVA Parque central Bavaria,Calle 29 # 13-45,4.616453044,-74.06991486,Santa Fe
bbva,Banco BBVA Paloquemao,Calle 17 # 25-69,4.6133583,-74.08679497,Los Mártires
bbva,BBVA Unicentro,carrera 15 # 127-23,4.70471896706347,-74.0429131663914,Usaquén
bbva,Banco BBVA Santafé,Calle 185 # 45-03,4.761599570457236,-74.04536247253418,Suba
bbva,BBVA El Lago,Carrera 15 # 77-66,4.66399779,-74.05840373,Chapinero
bbva,Banco BBVA Paralelo 108,Avenida Carrera 45 # 108-27,4.7140222,-74.0530076,Suba
bbva,Banco BBVA Las aguas,Avenida Jimenez # 4-16,4.600574156,-74.07116926,La Candelaria
bbva,Banco BBVA Principal,Carrera 8 # 13-42,4.60074968,-74.07502277,La Candelaria
bbva,Banco BBVA Colseguros,Calle 17 # 9-20,4.60494996,-74.07395345,Santa Fe
bbva,Banco BBVA unisur,Carrera 3 # 29A-02,4.5163207,-74.1220251,Usme
bbva,Banco BBVA Soacha,Carrera 4 # 14-22,4.5797165,-74.2170771,
bbva,Banco BBVA,Carrera 10 # 10-37,4.59906442573,-74.0784255437,La Candelaria
bbva,Cajero automático BBVA,Carrera 14B # 161-54,4.74025036991,-74.0356570224,Usaquén
bbva,BBVA Seguros,Carrera 11 # 87-51 Local 5,4.67007824,-74.05003011,Chapinero
bbva,BBVA Carrera 52,Carrera 52 # 137B-04,4.72762562,-74.06454939,Suba
bbva,Banco BBVA San Andresito,Calle 9 # 37-40,4.61490661,-74.1015554,Puente Aranda
bbva,Banco BBVA Antiguo Country,Calle 85 # 18-24,4.67098599,-74.05692427,Chapinero
bbva,Banco BBVA Plaza Imperial,Carrera 104 # 148-07,4.749913325324661,-74.09548759460449,Suba
bbva,Banco BBVA teleport,Calle 114 # 9-01,4.692196153,-74.03579069,Usaquén
bbva,Banco BBVA Gran America,Carrera 33 # 25D-44,4.629518488,-74.08358707,Teusaquillo
bbva,Banco BBVA Agencia Zona Franca,Carrera 106 # 15A-25,4.67171051,-74.15536607,Fontibón
bbva,Cajero Automatico BBVA,Carrera 7 # 180-75,4.75754408343,-74.0254290323,Usaquén
bbva,Banco BBVA Congreso de la republica,Carrera 7 # 8-68,4.59617403,-74.07647107,La Candelaria
bbva,Cajero Automatico BBVA,Calle 10 # 20-35,4.605477203,-74.08834154,Los Mártires
bbva,Banco BBVA Álamos,Carrera 89A # 62-00,4.62792001,-74.19428521,Bosa
bbva,Banco BBVA Restrepo,Calle 15 Sur # 20-23,4.58755517,-74.10070747,Antonio Nariño
bbva,Banco BBVA,Calle 13 # 15-97,4.717764,-74.213317,
bbva,Banco BBVA Las Nieves,Carrera 7 # 19-22,4.60540448,-74.07147867,Santa Fe
bbva,Banco BBVA Metro Sur,Carrera 73 # 52-12 Sur,4.60468568,-74.16578453,Bosa
bbva,BBVA Avenida Calle 72,Avenida Calle 72 # 81A-62,4.71266,-74.127529,Engativá
bbva,BBVA Seguros,Calle 43 # 9-62,4.63036,-74.065214,Chapinero
bbva,BBVA Calle 43,Calle 43 # 9-62,4.63081931,-74.06612742,Chapinero
bbva,Banco BBVA Agencia telefonica,Transversal 60 # 114A-55,4.698205938,-74.06970627,Suba
bbva,Banco BBVA El Nogal,Carrera 15 # 74-36,4.66114952,-74.06015093,Chapinero
bbva,Banco BBVA Bogota,Carrera 7 # 16-36,4.602858327,-74.07250349,Santa Fe
bbva,Banco BBVA Country,Calle 85 # 13-66,4.66925045,-74.05381307,Chapinero
bbva,Banco BBVA Hayuelos,Calle 20 # 82-52,4.66273235,-74.13079139,Fontibón
bbva,Banco BBVA indumil,Calle 44 # 50-92,4.643017502,-74.09063733,Teusaquillo
bbva,Banco BBVA Corabastos,Carrera 80 # 2-51,4.63222892,-74.15414366,Kennedy
bbva,Banco BBVA Contador,Avenida 19 # 138-30,4.72071187053353,-74.0466697367683,Usaquén
bbva,Banco BBVA Ciudad Kennedy,Carrera 78K # 37A-80 Sur,4.62329311,-74.15394048,Kennedy
bbva,Banco BBVA Calle 80,Calle 81 # 69-14,4.69385187,-74.08667328,Engativá
bbva,Banco BBVA Chapinero Alto,Carrera 7 # 51A-16,4.637938125,-74.06328082,Chapinero
bbva,Banco BBVA Chicó Reservado,Carrera 11 # 94-64,4.67735759,-74.04598162,Chapinero
bbva,Cajero BBVA El Parque,Carrera 7 # 12-54,4.581542,-74.21969,
bbva,Banco BBVA Avenida Jiménez,Avenida Jiménez # 8-65,4.60062823,-74.0754108,La Candelaria
bbva,Banco BBVA Quinta Avenida,Carrera 7 # 71-52,4.6541564,-74.05559595,Chapinero
bbva,Banco BBVA Centro 93,Carrera 15 # 93-61,4.677516649,-74.05163119,Chapinero
bbva,Banco BBVA Prado Veraniego,Calle 129 # 45A-05,4.71552966,-74.05360754,Suba
bbva,Banco BBVA Kennedy Central,Carrera 78B # 26-24 Sur,4.62523043,-74.14781432,Kennedy
bbva,Banco BBVA Centro Suba,Calle 145 # 91-19,4.737745734305473,-74.08512890338898,Suba
scotiabank-colpatria,Scotiabank Colpatria Chicó,Calle 92 # 11-51,4.6733502,-74.0482444,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Salitre,Calle 22B # 59-60,4.64301338,-74.10320789,Teusaquillo
scotiabank-colpatria,Scotiabank Colpatria Andino,Carrera 11 # 82-71,4.667104271495965,-74.05310332775115,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Exito Kennedy,Carrera 78K # 37A-53 Sur,4.623697355,-74.15380532,Kennedy
scotiabank-colpatria,Scotiabank Colpatria Locatel Chapinero,Carrera 13 # 51-57,4.63848687,-74.06542226,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Centro,Carrera 7 # 16-36,4.60273583,-74.07266472,Santa Fe
scotiabank-colpatria,Scotiabank Colpatria Plaza de las Américas,Transversal 71D # 06-94 Sur,4.619442789548298,-74.13515746593475,Kennedy
scotiabank-colpatria,Scotiabank Colpatria Paralelo 108,Calle 108 # 45-30,4.69547912,-74.05625969,Suba
scotiabank-colpatria,Scotiabank Colpatria Paloquemao,Carrera 30 # 19,4.61952374,-74.08705096,Los Mártires
scotiabank-colpatria,Scotiabank Colpatria Kennedy,Transversal 73D # 39A-48 Sur,4.61719303,-74.15167863,Kennedy
scotiabank-colpatria,Scotiabank Colpatria Santa Bárbara,Carrera 17 # 122-05,4.70124668,-74.0456083,Usaquén
scotiabank-colpatria,Scotiabank Colpatria Rosales,Calle 72 # 5-83,4.65386195,-74.05422249,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Esperanza,Avenida La esperanza # 59-60,4.64477981,-74.10084881,Teusaquillo
scotiabank-colpatria,Scotiabank Colpatria Calle 93,Carrera 11 # 93-61,4.67473474,-74.04752787,Chapinero
scotiabank-colpatria,Scotiabank Colpatria 1 de Mayo,Avenida 1 de Mayo Calle 39 Sur,4.6172952,-74.15106804,Kennedy
scotiabank-colpatria,Cajero Scotiabank Colpatria Unicentro,Carrera 15 # 127-23,4.70471896706347,-74.0429131663914,Usaquén
scotiabank-colpatria,Scotiabank Colpatria Cedritos,Carrera 19 # 145-09,4.7268076,-74.04584431,Usaquén
scotiabank-colpatria,Scotiabank Colpatria Avenida Chile,Calle 72 # 8-67,4.65569168,-74.05673514,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Metrópolis,Avenida Calle 68 # 75A-50,4.68038455,-74.08312849,Barrios Unidos
scotiabank-colpatria,Scotiabank Colpatria Calle 26,Calle 26 # 69-63,4.65795827,-74.1069863,Fontibón
scotiabank-colpatria,Scotiabank Colpatria Locatel,Avenida Carrera 9 # 139-47,4.71721372,-74.032659,Usaquén
scotiabank-colpatria,Scotiabank Colpatria Lourdes,Carrera 13 # 63-39,4.64957917,-74.06358402,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Calle 100,Carrera 9A # 99-02,4.68088959,-74.04201891,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Santafé,Calle 185 # 45-03,4.762572524280281,-74.04525518417358,Suba
scotiabank-colpatria,Scotiabank Colpatria Avenida Jiménez,Calle 12C # 8-35 Local 101,4.60149111,-74.07492549,La Candelaria
scotiabank-colpatria,Cajero Scotiabank Colpatria,Calle 97 # 17-31,4.68304585990404,-74.0505586990899,Chapinero
scotiabank-colpatria,Scotiabank Colpatria Hayuelos,Calle 20 # 82-52,4.66273235,-74.13079139,Fontibón
scotiabank-colpatria,Scotiabank Colpatria Carrera 7,Carrera 7 # 113-43,4.69179823,-74.03401972,Usaquén
scotiabank-colpatria,Scotiabank Colpatria Parque Nacional,Carrera 7 # 37-21,4.6249015,-74.06607435,Santa Fe
scotiabank-colpatria,Scotiabank Colpatria Restrepo,Carrera 20 # 15-15 Sur,4.58752475,-74.10067632,Antonio Nariño
scotiabank-colpatria,Cajero Automatico Scotiabank Colpatria Jumbo,Carrera 32 # 17B-04,4.61850722305,-74.0904866666,Puente Aranda
scotiabank-colpatria,Scotiabank Colpatria Niza,Carrera 55A # 125B-20,4.71154098,-74.07391188,Suba
scotiabank-colpatria,Scotiabank Colpatria Puente Aranda,Calle 13 # 65-71,4.63485277,-74.11555245,Puente Aranda
scotiabank-colpatria,Scotiabank Colpatria Avenida El Dorado,Avenida El Dorado # 100-55,4.68804326,-74.12976549,Fontibón
scotiabank-colpatria,Scotiabank Colpatria Parque Central Bavaria,Carrera 13 # 29-25,4.61619176,-74.06941917,Santa Fe
